"Device ID" "Device Name" "Received At" Temperature Humidity
A84041274A59D771 EMAP_322 "2025-01-24 16:50:00" 19.90 48.5
A84041274A59D771 EMAP_322 "2025-01-24 16:55:00" 19.85 48.8
A84041274A59D771 EMAP_322 "2025-01-24 17:00:00" 19.79 48.7
A84041274A59D771 EMAP_322 "2025-01-24 17:05:00" 19.76 48.8
A84041274A59D771 EMAP_322 "2025-01-24 17:10:00" 19.74 48.8
A84041274A59D771 EMAP_322 "2025-01-24 17:15:00" 19.70 49.0
A84041274A59D771 EMAP_322 "2025-01-24 17:20:00" 19.69 49.0
A84041274A59D771 EMAP_322 "2025-01-24 17:25:00" 19.65 49.2
A84041274A59D771 EMAP_322 "2025-01-24 17:30:00" 19.62 49.4
A84041274A59D771 EMAP_322 "2025-01-24 17:35:00" 19.57 49.5
A84041274A59D771 EMAP_322 "2025-01-24 17:40:00" 19.55 49.3
A84041274A59D771 EMAP_322 "2025-01-24 17:45:00" 19.56 49.5
A84041274A59D771 EMAP_322 "2025-01-24 17:50:00" 19.53 50.1
A84041274A59D771 EMAP_322 "2025-01-24 17:55:00" 19.52 50.4
A84041274A59D771 EMAP_322 "2025-01-24 18:00:00" 19.52 50.4
A84041274A59D771 EMAP_322 "2025-01-24 18:05:00" 19.50 50.3
A84041274A59D771 EMAP_322 "2025-01-24 18:10:00" 19.50 50.0
A84041274A59D771 EMAP_322 "2025-01-24 18:15:00" 19.48 49.7
A84041274A59D771 EMAP_322 "2025-01-24 18:20:00" 19.42 49.5
A84041274A59D771 EMAP_322 "2025-01-24 18:25:00" 19.36 49.4
A84041274A59D771 EMAP_322 "2025-01-24 18:30:00" 19.35 49.4
A84041274A59D771 EMAP_322 "2025-01-24 18:35:00" 19.30 49.5
A84041274A59D771 EMAP_322 "2025-01-24 18:40:00" 19.29 49.5
A84041274A59D771 EMAP_322 "2025-01-24 18:45:00" 19.26 49.6
A84041274A59D771 EMAP_322 "2025-01-24 18:50:00" 19.26 49.6
A84041274A59D771 EMAP_322 "2025-01-24 18:55:00" 19.21 49.3
A84041274A59D771 EMAP_322 "2025-01-24 19:00:00" 19.18 49.0
A84041274A59D771 EMAP_322 "2025-01-24 19:05:00" 19.17 48.7
A84041274A59D771 EMAP_322 "2025-01-24 19:10:00" 19.10 48.5
A84041274A59D771 EMAP_322 "2025-01-24 19:15:00" 19.10 48.9
A84041274A59D771 EMAP_322 "2025-01-24 19:20:00" 19.07 49.2
A84041274A59D771 EMAP_322 "2025-01-24 19:25:00" 19.08 49.4
A84041274A59D771 EMAP_322 "2025-01-24 19:30:00" 19.07 49.5
A84041274A59D771 EMAP_322 "2025-01-24 19:35:00" 19.10 49.6
A84041274A59D771 EMAP_322 "2025-01-24 19:40:00" 19.10 49.7
A84041274A59D771 EMAP_322 "2025-01-24 19:45:00" 19.05 49.7
A84041274A59D771 EMAP_322 "2025-01-24 19:50:00" 19.05 49.6
A84041274A59D771 EMAP_322 "2025-01-24 19:55:00" 19.02 49.8
A84041274A59D771 EMAP_322 "2025-01-24 20:00:00" 19.04 50.1
A84041274A59D771 EMAP_322 "2025-01-24 20:05:00" 19.01 50.1
A84041274A59D771 EMAP_322 "2025-01-24 20:10:00" 19.02 50.4
A84041274A59D771 EMAP_322 "2025-01-24 20:15:00" 19.07 50.6
A84041274A59D771 EMAP_322 "2025-01-24 20:20:00" 19.05 50.7
A84041274A59D771 EMAP_322 "2025-01-24 20:25:00" 19.07 51.0
A84041274A59D771 EMAP_322 "2025-01-24 20:30:00" 19.08 51.0
A84041274A59D771 EMAP_322 "2025-01-24 20:35:00" 19.08 51.2
A84041274A59D771 EMAP_322 "2025-01-24 20:40:00" 19.05 51.4
A84041274A59D771 EMAP_322 "2025-01-24 20:45:00" 19.10 51.5
A84041274A59D771 EMAP_322 "2025-01-24 20:50:00" 19.04 51.4
A84041274A59D771 EMAP_322 "2025-01-24 20:55:00" 19.07 51.5
A84041274A59D771 EMAP_322 "2025-01-24 21:00:00" 19.02 51.5
A84041274A59D771 EMAP_322 "2025-01-24 21:05:00" 19.02 51.7
A84041274A59D771 EMAP_322 "2025-01-24 21:10:00" 19.04 51.8
A84041274A59D771 EMAP_322 "2025-01-24 21:15:00" 19.02 51.9
A84041274A59D771 EMAP_322 "2025-01-24 21:20:00" 19.02 51.7
A84041274A59D771 EMAP_322 "2025-01-24 21:25:00" 19.00 52.0
A84041274A59D771 EMAP_322 "2025-01-24 21:30:00" 19.02 52.1
A84041274A59D771 EMAP_322 "2025-01-24 21:35:00" 19.00 52.1
A84041274A59D771 EMAP_322 "2025-01-24 21:40:00" 18.97 52.2
A84041274A59D771 EMAP_322 "2025-01-24 21:45:00" 18.98 52.3
A84041274A59D771 EMAP_322 "2025-01-24 21:50:00" 18.97 52.6
A84041274A59D771 EMAP_322 "2025-01-24 21:55:00" 18.95 52.5
A84041274A59D771 EMAP_322 "2025-01-24 22:00:00" 18.97 52.5
A84041274A59D771 EMAP_322 "2025-01-24 22:05:00" 18.95 52.8
A84041274A59D771 EMAP_322 "2025-01-24 22:10:00" 18.93 53.0
A84041274A59D771 EMAP_322 "2025-01-24 22:15:00" 18.93 53.2
A84041274A59D771 EMAP_322 "2025-01-24 22:20:00" 18.90 53.3
A84041274A59D771 EMAP_322 "2025-01-24 22:25:00" 18.87 53.1
A84041274A59D771 EMAP_322 "2025-01-24 22:30:00" 18.87 53.1
A84041274A59D771 EMAP_322 "2025-01-24 22:35:00" 18.83 53.1
A84041274A59D771 EMAP_322 "2025-01-24 22:40:00" 18.83 53.0
A84041274A59D771 EMAP_322 "2025-01-24 22:45:00" 18.81 53.2
A84041274A59D771 EMAP_322 "2025-01-24 22:50:00" 18.80 53.4
A84041274A59D771 EMAP_322 "2025-01-24 22:55:00" 18.78 53.4
A84041274A59D771 EMAP_322 "2025-01-24 23:00:00" 18.81 53.5
A84041274A59D771 EMAP_322 "2025-01-24 23:05:00" 18.80 53.7
A84041274A59D771 EMAP_322 "2025-01-24 23:10:00" 18.77 54.0
A84041274A59D771 EMAP_322 "2025-01-24 23:15:00" 18.75 53.6
A84041274A59D771 EMAP_322 "2025-01-24 23:20:00" 18.75 53.7
A84041274A59D771 EMAP_322 "2025-01-24 23:25:00" 18.73 53.9
A84041274A59D771 EMAP_322 "2025-01-24 23:30:00" 18.73 54.0
A84041274A59D771 EMAP_322 "2025-01-24 23:35:00" 18.70 54.0
A84041274A59D771 EMAP_322 "2025-01-24 23:40:00" 18.67 54.0
A84041274A59D771 EMAP_322 "2025-01-24 23:45:00" 18.66 54.0
A84041274A59D771 EMAP_322 "2025-01-24 23:50:00" 18.63 54.0
A84041274A59D771 EMAP_322 "2025-01-24 23:55:00" 18.62 54.0
A84041274A59D771 EMAP_322 "2025-01-25 00:00:00" 18.62 54.0
A84041274A59D771 EMAP_322 "2025-01-25 00:05:00" 18.59 54.1
A84041274A59D771 EMAP_322 "2025-01-25 00:10:00" 18.56 54.3
A84041274A59D771 EMAP_322 "2025-01-25 00:15:00" 18.52 54.1
A84041274A59D771 EMAP_322 "2025-01-25 00:20:00" 18.55 54.1
A84041274A59D771 EMAP_322 "2025-01-25 00:25:00" 18.50 54.1
A84041274A59D771 EMAP_322 "2025-01-25 00:30:00" 18.49 54.2
A84041274A59D771 EMAP_322 "2025-01-25 00:35:00" 18.50 54.2
A84041274A59D771 EMAP_322 "2025-01-25 00:40:00" 18.45 54.2
A84041274A59D771 EMAP_322 "2025-01-25 00:45:00" 18.43 54.1
A84041274A59D771 EMAP_322 "2025-01-25 00:50:00" 18.42 54.2
A84041274A59D771 EMAP_322 "2025-01-25 00:55:00" 18.39 54.3
A84041274A59D771 EMAP_322 "2025-01-25 01:00:00" 18.38 54.4
A84041274A59D771 EMAP_322 "2025-01-25 01:05:00" 18.36 54.5
A84041274A59D771 EMAP_322 "2025-01-25 01:10:00" 18.36 54.4
A84041274A59D771 EMAP_322 "2025-01-25 01:15:00" 18.35 54.5
A84041274A59D771 EMAP_322 "2025-01-25 01:20:00" 18.34 54.5
A84041274A59D771 EMAP_322 "2025-01-25 01:25:00" 18.29 54.6
A84041274A59D771 EMAP_322 "2025-01-25 01:30:00" 18.28 54.7
A84041274A59D771 EMAP_322 "2025-01-25 01:35:00" 18.28 54.7
A84041274A59D771 EMAP_322 "2025-01-25 01:40:00" 18.26 55.0
A84041274A59D771 EMAP_322 "2025-01-25 01:45:00" 18.25 55.1
A84041274A59D771 EMAP_322 "2025-01-25 01:50:00" 18.26 54.7
A84041274A59D771 EMAP_322 "2025-01-25 01:55:00" 18.24 55.0
A84041274A59D771 EMAP_322 "2025-01-25 02:00:00" 18.25 55.3
A84041274A59D771 EMAP_322 "2025-01-25 02:05:00" 18.22 55.3
A84041274A59D771 EMAP_322 "2025-01-25 02:10:00" 18.25 54.3
A84041274A59D771 EMAP_322 "2025-01-25 02:15:00" 18.15 54.1
A84041274A59D771 EMAP_322 "2025-01-25 02:20:00" 18.11 53.7
A84041274A59D771 EMAP_322 "2025-01-25 02:25:00" 18.04 53.0
A84041274A59D771 EMAP_322 "2025-01-25 02:30:00" 18.04 53.7
A84041274A59D771 EMAP_322 "2025-01-25 02:35:00" 18.05 55.0
A84041274A59D771 EMAP_322 "2025-01-25 02:40:00" 18.09 55.2
A84041274A59D771 EMAP_322 "2025-01-25 02:45:00" 18.11 54.3
A84041274A59D771 EMAP_322 "2025-01-25 02:50:00" 18.05 53.2
A84041274A59D771 EMAP_322 "2025-01-25 02:55:00" 17.99 54.8
A84041274A59D771 EMAP_322 "2025-01-25 03:00:00" 18.04 56.0
A84041274A59D771 EMAP_322 "2025-01-25 03:05:00" 18.07 55.3
A84041274A59D771 EMAP_322 "2025-01-25 03:10:00" 18.07 54.1
A84041274A59D771 EMAP_322 "2025-01-25 03:15:00" 17.98 54.2
A84041274A59D771 EMAP_322 "2025-01-25 03:20:00" 17.99 55.9
A84041274A59D771 EMAP_322 "2025-01-25 03:25:00" 18.05 56.8
A84041274A59D771 EMAP_322 "2025-01-25 03:30:00" 18.07 55.3
A84041274A59D771 EMAP_322 "2025-01-25 03:35:00" 18.01 54.6
A84041274A59D771 EMAP_322 "2025-01-25 03:40:00" 17.99 57.0
A84041274A59D771 EMAP_322 "2025-01-25 03:45:00" 18.04 56.6
A84041274A59D771 EMAP_322 "2025-01-25 03:50:00" 18.05 55.3
A84041274A59D771 EMAP_322 "2025-01-25 03:55:00" 17.99 55.2
A84041274A59D771 EMAP_322 "2025-01-25 04:00:00" 17.98 56.5
A84041274A59D771 EMAP_322 "2025-01-25 04:05:00" 18.02 56.8
A84041274A59D771 EMAP_322 "2025-01-25 04:10:00" 18.05 55.6
A84041274A59D771 EMAP_322 "2025-01-25 04:15:00" 17.99 54.7
A84041274A59D771 EMAP_322 "2025-01-25 04:20:00" 17.97 56.6
A84041274A59D771 EMAP_322 "2025-01-25 04:25:00" 18.04 56.9
A84041274A59D771 EMAP_322 "2025-01-25 04:30:00" 18.07 56.0
A84041274A59D771 EMAP_322 "2025-01-25 04:35:00" 18.07 54.5
A84041274A59D771 EMAP_322 "2025-01-25 04:40:00" 18.01 54.6
A84041274A59D771 EMAP_322 "2025-01-25 04:45:00" 17.99 56.3
A84041274A59D771 EMAP_322 "2025-01-25 04:50:00" 18.04 56.5
A84041274A59D771 EMAP_322 "2025-01-25 04:55:00" 18.08 55.4
A84041274A59D771 EMAP_322 "2025-01-25 05:00:00" 18.02 54.4
A84041274A59D771 EMAP_322 "2025-01-25 05:05:00" 17.97 55.0
A84041274A59D771 EMAP_322 "2025-01-25 05:10:00" 17.98 56.8
A84041274A59D771 EMAP_322 "2025-01-25 05:15:00" 18.02 55.3
A84041274A59D771 EMAP_322 "2025-01-25 05:20:00" 18.02 56.4
A84041274A59D771 EMAP_322 "2025-01-25 05:25:00" 17.99 56.6
A84041274A59D771 EMAP_322 "2025-01-25 05:30:00" 18.04 57.2
A84041274A59D771 EMAP_322 "2025-01-25 05:35:00" 18.08 57.6
A84041274A59D771 EMAP_322 "2025-01-25 05:40:00" 18.08 56.1
A84041274A59D771 EMAP_322 "2025-01-25 05:45:00" 18.13 56.1
A84041274A59D771 EMAP_322 "2025-01-25 05:50:00" 18.15 56.3
A84041274A59D771 EMAP_322 "2025-01-25 05:55:00" 18.16 56.7
A84041274A59D771 EMAP_322 "2025-01-25 06:00:00" 18.19 57.1
A84041274A59D771 EMAP_322 "2025-01-25 06:05:00" 18.25 56.8
A84041274A59D771 EMAP_322 "2025-01-25 06:10:00" 18.26 56.9
A84041274A59D771 EMAP_322 "2025-01-25 06:15:00" 18.29 57.6
A84041274A59D771 EMAP_322 "2025-01-25 06:20:00" 18.35 57.5
A84041274A59D771 EMAP_322 "2025-01-25 06:25:00" 18.38 57.4
A84041274A59D771 EMAP_322 "2025-01-25 06:30:00" 18.40 57.7
A84041274A59D771 EMAP_322 "2025-01-25 06:35:00" 18.45 57.8
A84041274A59D771 EMAP_322 "2025-01-25 06:40:00" 18.52 57.7
A84041274A59D771 EMAP_322 "2025-01-25 06:45:00" 18.53 57.8
A84041274A59D771 EMAP_322 "2025-01-25 06:50:00" 18.59 57.7
A84041274A59D771 EMAP_322 "2025-01-25 06:55:00" 18.62 57.8
A84041274A59D771 EMAP_322 "2025-01-25 07:00:00" 18.66 57.4
A84041274A59D771 EMAP_322 "2025-01-25 07:05:00" 18.70 57.1
A84041274A59D771 EMAP_322 "2025-01-25 07:10:00" 18.74 56.9
A84041274A59D771 EMAP_322 "2025-01-25 07:15:00" 18.80 56.8
A84041274A59D771 EMAP_322 "2025-01-25 07:20:00" 18.81 56.9
A84041274A59D771 EMAP_322 "2025-01-25 07:25:00" 18.89 56.9
A84041274A59D771 EMAP_322 "2025-01-25 07:30:00" 18.93 56.4
A84041274A59D771 EMAP_322 "2025-01-25 07:35:00" 18.97 55.9
A84041274A59D771 EMAP_322 "2025-01-25 07:40:00" 18.95 55.4
A84041274A59D771 EMAP_322 "2025-01-25 07:45:00" 19.04 54.8
A84041274A59D771 EMAP_322 "2025-01-25 07:50:00" 19.07 54.4
A84041274A59D771 EMAP_322 "2025-01-25 07:55:00" 19.10 54.0
A84041274A59D771 EMAP_322 "2025-01-25 08:00:00" 19.11 54.0
A84041274A59D771 EMAP_322 "2025-01-25 08:05:00" 19.19 54.5
A84041274A59D771 EMAP_322 "2025-01-25 08:10:00" 19.21 54.1
A84041274A59D771 EMAP_322 "2025-01-25 08:15:00" 19.22 53.7
A84041274A59D771 EMAP_322 "2025-01-25 08:20:00" 19.26 53.5
A84041274A59D771 EMAP_322 "2025-01-25 08:25:00" 19.32 53.4
A84041274A59D771 EMAP_322 "2025-01-25 08:30:00" 19.35 53.6
A84041274A59D771 EMAP_322 "2025-01-25 08:35:00" 19.40 53.4
A84041274A59D771 EMAP_322 "2025-01-25 08:40:00" 19.45 53.6
A84041274A59D771 EMAP_322 "2025-01-25 08:45:00" 19.52 53.6
A84041274A59D771 EMAP_322 "2025-01-25 08:50:00" 19.57 53.9
A84041274A59D771 EMAP_322 "2025-01-25 08:55:00" 19.62 53.7
A84041274A59D771 EMAP_322 "2025-01-25 09:00:00" 19.69 53.1
A84041274A59D771 EMAP_322 "2025-01-25 09:05:00" 19.67 52.7
A84041274A59D771 EMAP_322 "2025-01-25 09:10:00" 19.73 52.2
A84041274A59D771 EMAP_322 "2025-01-25 09:15:00" 19.76 51.7
A84041274A59D771 EMAP_322 "2025-01-25 09:20:00" 19.79 51.6
A84041274A59D771 EMAP_322 "2025-01-25 09:25:00" 19.77 51.7
A84041274A59D771 EMAP_322 "2025-01-25 09:30:00" 19.84 52.0
A84041274A59D771 EMAP_322 "2025-01-25 09:35:00" 19.91 51.9
A84041274A59D771 EMAP_322 "2025-01-25 09:40:00" 19.97 51.7
A84041274A59D771 EMAP_322 "2025-01-25 09:45:00" 20.00 51.6
A84041274A59D771 EMAP_322 "2025-01-25 09:50:00" 20.07 51.6
A84041274A59D771 EMAP_322 "2025-01-25 09:55:00" 20.11 51.9
A84041274A59D771 EMAP_322 "2025-01-25 10:00:00" 20.21 51.7
A84041274A59D771 EMAP_322 "2025-01-25 10:05:00" 20.28 51.7
A84041274A59D771 EMAP_322 "2025-01-25 10:10:00" 20.35 51.6
A84041274A59D771 EMAP_322 "2025-01-25 10:15:00" 20.42 51.4
A84041274A59D771 EMAP_322 "2025-01-25 10:20:00" 20.45 51.1
A84041274A59D771 EMAP_322 "2025-01-25 10:25:00" 20.53 51.1
A84041274A59D771 EMAP_322 "2025-01-25 10:30:00" 20.56 51.0
A84041274A59D771 EMAP_322 "2025-01-25 10:35:00" 20.63 51.1
A84041274A59D771 EMAP_322 "2025-01-25 10:40:00" 20.73 51.1
A84041274A59D771 EMAP_322 "2025-01-25 10:45:00" 20.77 51.4
A84041274A59D771 EMAP_322 "2025-01-25 10:50:00" 20.87 51.2
A84041274A59D771 EMAP_322 "2025-01-25 10:55:00" 20.93 50.9
A84041274A59D771 EMAP_322 "2025-01-25 11:00:00" 21.00 50.9
A84041274A59D771 EMAP_322 "2025-01-25 11:05:00" 21.03 50.7
A84041274A59D771 EMAP_322 "2025-01-25 11:10:00" 21.11 50.8
A84041274A59D771 EMAP_322 "2025-01-25 11:15:00" 21.18 50.3
A84041274A59D771 EMAP_322 "2025-01-25 11:20:00" 21.18 49.8
A84041274A59D771 EMAP_322 "2025-01-25 11:25:00" 21.25 49.2
A84041274A59D771 EMAP_322 "2025-01-25 11:30:00" 21.27 48.8
A84041274A59D771 EMAP_322 "2025-01-25 11:35:00" 21.30 48.7
A84041274A59D771 EMAP_322 "2025-01-25 11:40:00" 21.35 48.8
A84041274A59D771 EMAP_322 "2025-01-25 11:45:00" 21.37 48.5
A84041274A59D771 EMAP_322 "2025-01-25 11:50:00" 21.39 48.3
A84041274A59D771 EMAP_322 "2025-01-25 11:55:00" 21.42 48.2
A84041274A59D771 EMAP_322 "2025-01-25 12:00:00" 21.45 48.0
A84041274A59D771 EMAP_322 "2025-01-25 12:05:00" 21.49 47.9
A84041274A59D771 EMAP_322 "2025-01-25 12:10:00" 21.49 47.8
A84041274A59D771 EMAP_322 "2025-01-25 12:15:00" 21.53 47.6
A84041274A59D771 EMAP_322 "2025-01-25 12:20:00" 21.55 47.5
A84041274A59D771 EMAP_322 "2025-01-25 12:25:00" 21.58 47.2
A84041274A59D771 EMAP_322 "2025-01-25 12:30:00" 21.55 47.0
A84041274A59D771 EMAP_322 "2025-01-25 12:35:00" 21.55 46.9
A84041274A59D771 EMAP_322 "2025-01-25 12:40:00" 21.58 46.9
A84041274A59D771 EMAP_322 "2025-01-25 12:45:00" 21.58 46.8
A84041274A59D771 EMAP_322 "2025-01-25 12:50:00" 21.63 46.8
A84041274A59D771 EMAP_322 "2025-01-25 12:55:00" 21.65 46.7
A84041274A59D771 EMAP_322 "2025-01-25 13:00:00" 21.66 46.4
A84041274A59D771 EMAP_322 "2025-01-25 13:05:00" 21.62 46.3
A84041274A59D771 EMAP_322 "2025-01-25 13:10:00" 21.65 46.3
A84041274A59D771 EMAP_322 "2025-01-25 13:15:00" 21.68 46.1
A84041274A59D771 EMAP_322 "2025-01-25 13:20:00" 21.66 46.3
A84041274A59D771 EMAP_322 "2025-01-25 13:25:00" 21.72 46.3
A84041274A59D771 EMAP_322 "2025-01-25 13:30:00" 21.68 46.2
A84041274A59D771 EMAP_322 "2025-01-25 13:35:00" 21.72 46.2
A84041274A59D771 EMAP_322 "2025-01-25 13:40:00" 21.69 46.2
A84041274A59D771 EMAP_322 "2025-01-25 13:45:00" 21.71 46.3
A84041274A59D771 EMAP_322 "2025-01-25 13:50:00" 21.72 46.2
A84041274A59D771 EMAP_322 "2025-01-25 13:55:00" 21.73 46.0
A84041274A59D771 EMAP_322 "2025-01-25 14:00:00" 21.71 46.2
A84041274A59D771 EMAP_322 "2025-01-25 14:05:00" 21.73 46.1
A84041274A59D771 EMAP_322 "2025-01-25 14:10:00" 21.71 45.9
A84041274A59D771 EMAP_322 "2025-01-25 14:15:00" 21.68 45.9
A84041274A59D771 EMAP_322 "2025-01-25 14:20:00" 21.66 45.7
A84041274A59D771 EMAP_322 "2025-01-25 14:25:00" 21.65 45.6
A84041274A59D771 EMAP_322 "2025-01-25 14:30:00" 21.66 45.6
A84041274A59D771 EMAP_322 "2025-01-25 14:35:00" 21.62 45.5
A84041274A59D771 EMAP_322 "2025-01-25 14:40:00" 21.56 45.4
A84041274A59D771 EMAP_322 "2025-01-25 14:45:00" 21.50 45.3
A84041274A59D771 EMAP_322 "2025-01-25 14:50:00" 21.45 45.1
A84041274A59D771 EMAP_322 "2025-01-25 14:55:00" 21.44 45.2
A84041274A59D771 EMAP_322 "2025-01-25 15:00:00" 21.35 45.2
A84041274A59D771 EMAP_322 "2025-01-25 15:05:00" 21.31 45.1
A84041274A59D771 EMAP_322 "2025-01-25 15:10:00" 21.25 45.1
A84041274A59D771 EMAP_322 "2025-01-25 15:15:00" 21.20 45.1
A84041274A59D771 EMAP_322 "2025-01-25 15:20:00" 21.13 45.0
A84041274A59D771 EMAP_322 "2025-01-25 15:25:00" 21.05 45.1
A84041274A59D771 EMAP_322 "2025-01-25 15:30:00" 21.01 45.1
A84041274A59D771 EMAP_322 "2025-01-25 15:35:00" 20.95 45.1
A84041274A59D771 EMAP_322 "2025-01-25 15:40:00" 20.91 45.2
A84041274A59D771 EMAP_322 "2025-01-25 15:45:00" 20.86 45.2
A84041274A59D771 EMAP_322 "2025-01-25 15:50:00" 20.84 45.2
A84041274A59D771 EMAP_322 "2025-01-25 15:55:00" 20.75 45.2
A84041274A59D771 EMAP_322 "2025-01-25 16:00:00" 20.73 45.3
A84041274A59D771 EMAP_322 "2025-01-25 16:05:00" 20.66 45.4
A84041274A59D771 EMAP_322 "2025-01-25 16:10:00" 20.62 45.7
A84041274A59D771 EMAP_322 "2025-01-25 16:15:00" 20.56 45.8
A84041274A59D771 EMAP_322 "2025-01-25 16:20:00" 20.52 46.0
A84041274A59D771 EMAP_322 "2025-01-25 16:25:00" 20.46 46.0
A84041274A59D771 EMAP_322 "2025-01-25 16:30:00" 20.42 46.1
A84041274A59D771 EMAP_322 "2025-01-25 16:35:00" 20.38 46.2
A84041274A59D771 EMAP_322 "2025-01-25 16:40:00" 20.32 46.4
A84041274A59D771 EMAP_322 "2025-01-25 16:45:00" 20.28 46.6
A84041274A59D771 EMAP_322 "2025-01-25 16:50:00" 20.24 46.5
A84041274A59D771 EMAP_322 "2025-01-25 16:55:00" 20.20 46.5
A84041274A59D771 EMAP_322 "2025-01-25 17:00:00" 20.10 46.5
A84041274A59D771 EMAP_322 "2025-01-25 17:05:00" 20.04 46.5
A84041274A59D771 EMAP_322 "2025-01-25 17:10:00" 20.02 46.4
A84041274A59D771 EMAP_322 "2025-01-25 17:15:00" 19.95 46.6
A84041274A59D771 EMAP_322 "2025-01-25 17:20:00" 19.91 46.6
A84041274A59D771 EMAP_322 "2025-01-25 17:25:00" 19.87 46.6
A84041274A59D771 EMAP_322 "2025-01-25 17:30:00" 19.81 46.8
A84041274A59D771 EMAP_322 "2025-01-25 17:35:00" 19.79 47.0
A84041274A59D771 EMAP_322 "2025-01-25 17:40:00" 19.76 47.1
A84041274A59D771 EMAP_322 "2025-01-25 17:45:00" 19.74 47.3
A84041274A59D771 EMAP_322 "2025-01-25 17:50:00" 19.70 47.3
A84041274A59D771 EMAP_322 "2025-01-25 17:55:00" 19.67 47.7
A84041274A59D771 EMAP_322 "2025-01-25 18:00:00" 19.67 48.0
A84041274A59D771 EMAP_322 "2025-01-25 18:05:00" 19.65 48.5
A84041274A59D771 EMAP_322 "2025-01-25 18:10:00" 19.65 48.9
A84041274A59D771 EMAP_322 "2025-01-25 18:15:00" 19.69 48.8
A84041274A59D771 EMAP_322 "2025-01-25 18:20:00" 19.69 49.1
A84041274A59D771 EMAP_322 "2025-01-25 18:25:00" 19.67 49.2
A84041274A59D771 EMAP_322 "2025-01-25 18:30:00" 19.67 49.2
A84041274A59D771 EMAP_322 "2025-01-25 18:35:00" 19.62 49.3
A84041274A59D771 EMAP_322 "2025-01-25 18:40:00" 19.62 49.5
A84041274A59D771 EMAP_322 "2025-01-25 18:45:00" 19.57 49.9
A84041274A59D771 EMAP_322 "2025-01-25 18:50:00" 19.57 50.0
A84041274A59D771 EMAP_322 "2025-01-25 18:55:00" 19.57 50.0
A84041274A59D771 EMAP_322 "2025-01-25 19:00:00" 19.52 49.7
A84041274A59D771 EMAP_322 "2025-01-25 19:05:00" 19.50 49.6
A84041274A59D771 EMAP_322 "2025-01-25 19:10:00" 19.48 49.5
A84041274A59D771 EMAP_322 "2025-01-25 19:15:00" 19.45 49.5
A84041274A59D771 EMAP_322 "2025-01-25 19:20:00" 19.40 49.5
A84041274A59D771 EMAP_322 "2025-01-25 19:25:00" 19.36 49.6
A84041274A59D771 EMAP_322 "2025-01-25 19:30:00" 19.35 49.6
A84041274A59D771 EMAP_322 "2025-01-25 19:35:00" 19.33 49.7
A84041274A59D771 EMAP_322 "2025-01-25 19:40:00" 19.30 49.8
A84041274A59D771 EMAP_322 "2025-01-25 19:45:00" 19.30 49.9
A84041274A59D771 EMAP_322 "2025-01-25 19:50:00" 19.30 49.8
A84041274A59D771 EMAP_322 "2025-01-25 19:55:00" 19.29 49.8
A84041274A59D771 EMAP_322 "2025-01-25 20:00:00" 19.28 49.8
A84041274A59D771 EMAP_322 "2025-01-25 20:05:00" 19.26 49.8
A84041274A59D771 EMAP_322 "2025-01-25 20:10:00" 19.28 49.9
A84041274A59D771 EMAP_322 "2025-01-25 20:15:00" 19.25 49.9
A84041274A59D771 EMAP_322 "2025-01-25 20:20:00" 19.25 50.0
A84041274A59D771 EMAP_322 "2025-01-25 20:25:00" 19.24 50.1
A84041274A59D771 EMAP_322 "2025-01-25 20:30:00" 19.24 50.2
A84041274A59D771 EMAP_322 "2025-01-25 20:35:00" 19.22 50.3
A84041274A59D771 EMAP_322 "2025-01-25 20:40:00" 19.22 50.4
A84041274A59D771 EMAP_322 "2025-01-25 20:45:00" 19.21 50.4
A84041274A59D771 EMAP_322 "2025-01-25 20:50:00" 19.19 50.4
A84041274A59D771 EMAP_322 "2025-01-25 20:55:00" 19.21 50.6
A84041274A59D771 EMAP_322 "2025-01-25 21:00:00" 19.19 50.7
A84041274A59D771 EMAP_322 "2025-01-25 21:05:00" 19.18 50.9
A84041274A59D771 EMAP_322 "2025-01-25 21:10:00" 19.17 51.0
A84041274A59D771 EMAP_322 "2025-01-25 21:15:00" 19.18 51.1
A84041274A59D771 EMAP_322 "2025-01-25 21:20:00" 19.19 51.3
A84041274A59D771 EMAP_322 "2025-01-25 21:25:00" 19.17 51.8
A84041274A59D771 EMAP_322 "2025-01-25 21:30:00" 19.17 52.0
A84041274A59D771 EMAP_322 "2025-01-25 21:35:00" 19.18 51.8
A84041274A59D771 EMAP_322 "2025-01-25 21:40:00" 19.22 52.0
A84041274A59D771 EMAP_322 "2025-01-25 21:45:00" 19.19 52.1
A84041274A59D771 EMAP_322 "2025-01-25 21:50:00" 19.21 52.3
A84041274A59D771 EMAP_322 "2025-01-25 21:55:00" 19.24 52.2
A84041274A59D771 EMAP_322 "2025-01-25 22:00:00" 19.24 52.1
A84041274A59D771 EMAP_322 "2025-01-25 22:05:00" 19.25 52.2
A84041274A59D771 EMAP_322 "2025-01-25 22:10:00" 19.24 52.2
A84041274A59D771 EMAP_322 "2025-01-25 22:15:00" 19.21 52.4
A84041274A59D771 EMAP_322 "2025-01-25 22:20:00" 19.19 52.3
A84041274A59D771 EMAP_322 "2025-01-25 22:25:00" 19.15 52.0
A84041274A59D771 EMAP_322 "2025-01-25 22:30:00" 19.15 52.3
A84041274A59D771 EMAP_322 "2025-01-25 22:35:00" 19.14 52.1
